id,hits
201273,3
100397,3
101749,3
100951,3
200527,3
102141,3
200750,3
101263,3
200668,3
200793,3
200337,3
200458,3
101395,3
200384,3
100696,3
200714,3
102005,3
200997,3
201500,3
101362,3
200027,3
102037,3
200951,3
100858,3
200655,3
200640,3
200081,3
201320,3
200036,3
200025,3
100576,3
100975,3
200414,3
201439,3
200089,3
200725,3
200597,3
101199,3
101002,3
101783,3
100380,3
100082,3
101892,3
101733,3
101484,3
200697,3
101997,3
101585,3
102211,3
101815,3
101525,3
100343,3
100246,3
101178,3
100635,3
101936,3
100415,3
100977,3
101473,3
101181,3
200582,3
102081,3
100110,3
200257,3
101725,3
201329,3
200743,3
200069,3
101381,3
200333,3
200973,3
100238,3
200040,2
200815,2
201430,2
201283,2
100433,2
200412,2
100595,2
200193,2
201131,2
200923,2
201113,2
101039,2
100647,2
101317,2
201335,2
100603,2
201417,2
200661,2
101061,2
100837,2
200454,2
101319,2
101488,2
101870,2
200319,2
200497,2
102014,2
201066,2
200837,2
101975,2
200108,2
101481,2
201287,2
101117,2
201032,2
100265,2
200569,2
101236,2
100148,2
101688,2
200537,2
201028,2
201061,2
100394,2
102125,2
100338,2
100412,2
100239,2
201008,2
200945,2
101747,2
200712,2
200855,2
200149,2
102117,2
102016,2
200806,2
100500,2
200017,2
200529,2
101565,2
102085,2
100499,2
200494,2
200894,2
201419,2
200722,2
200670,2
200588,2
102101,2
100887,2
200447,2
201250,2
101739,2
200944,2
102040,2
201012,2
200496,2
101128,2
101244,2
100053,2
200630,2
200325,2
200142,2
101489,2
101111,2
201124,2
201001,2
100022,2
201361,2
200125,2
102033,2
200574,2
100086,2
101295,2
100826,2
101047,2
100672,2
201226,2
200338,2
201003,2
200156,2
200983,2
201321,2
100030,2
200422,2
102128,2
200351,2
201298,2
201085,2
100196,2
200487,2
101063,2
101799,2
200998,2
201315,2
100507,2
200685,2
200968,2
101351,2
100195,2
100895,2
100677,2
200162,2
101586,2
100721,2
102181,2
101506,2
101044,2
200310,2
100848,2
100523,2
200948,2
200170,2
100791,2
101356,2
101891,2
101348,2
101617,2
101937,2
201286,2
200719,2
101408,2
100614,2
100341,2
101394,2
201497,2
100662,2
200205,2
101919,2
101838,2
101000,2
201153,2
101032,2
201353,2
201495,2
101463,2
101379,2
101660,2
101967,2
100962,2
100443,2
102177,2
201454,2
100124,2
100241,2
100776,2
100346,2
100026,2
200296,2
201351,2
102123,2
200962,2
100757,2
100850,2
101059,2
200002,2
101369,2
101212,2
101065,2
100836,2
200016,2
100222,2
101914,2
201463,2
101093,2
101752,2
200784,2
100431,2
101535,2
101844,2
101152,2
100862,2
100505,2
101485,2
100048,1
101026,1
100434,1
101759,1
200361,1
101745,1
100795,1
100870,1
101696,1
200920,1
101115,1
100825,1
101289,1
200274,1
101922,1
101219,1
201107,1
101941,1
200838,1
101281,1
201385,1
101324,1
201177,1
100488,1
102022,1
102090,1
201092,1
101320,1
100276,1
200253,1
200682,1
200864,1
101127,1
101034,1
200048,1
200947,1
201204,1
102171,1
200931,1
101220,1
101022,1
201163,1
102170,1
100319,1
100413,1
100123,1
100900,1
200067,1
200356,1
200056,1
100181,1
200426,1
100520,1
101095,1
200332,1
200450,1
201197,1
101673,1
101863,1
100844,1
200013,1
101027,1
200307,1
101981,1
200043,1
100075,1
101194,1
200132,1
200688,1
200921,1
201099,1
200015,1
201233,1
200035,1
201431,1
201326,1
200370,1
201453,1
201508,1
100014,1
200277,1
101915,1
100186,1
200908,1
200484,1
201214,1
200902,1
100867,1
201191,1
201512,1
201355,1
100173,1
100978,1
101881,1
200693,1
101004,1
200438,1
201394,1
201498,1
101190,1
101770,1
101625,1
101986,1
201117,1
100293,1
102184,1
101766,1
201371,1
200726,1
101584,1
102157,1
200423,1
201449,1
101666,1
102010,1
100810,1
100309,1
100179,1
101213,1
100950,1
200465,1
101874,1
101200,1
201396,1
101167,1
102147,1
100923,1
100314,1
102198,1
101427,1
101142,1
200967,1
200546,1
100166,1
200358,1
200732,1
100821,1
200971,1
200972,1
100170,1
102034,1
100514,1
101674,1
101812,1
100083,1
100911,1
201265,1
100242,1
102155,1
100361,1
201098,1
200862,1
200492,1
201093,1
200480,1
201295,1
200657,1
101347,1
200495,1
101251,1
201487,1
101616,1
200925,1
101003,1
200845,1
100533,1
101413,1
102122,1
102025,1
200614,1
200969,1
201207,1
100261,1
101964,1
100556,1
100479,1
100480,1
100733,1
200411,1
